FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,ECODISTRIC,ECOREGION,ECOZONE,CFS_ECOZ,SRC_AGY2 
372863,NT,CR-010, ,61.137599999999999,-108.423300000000000,1996,6,17,1996-06-17 00:00:00,,1996-08-02 00:00:00,1990-1999,700.000000000000000,L,Monitored, , ,NT-1996-CR-010, , ,2018-06-15 00:00:00,262,69,5,5a,NT
366151,NT,1972ZF-028, ,63.633299999999998,-118.816700000000000,1972,6,21,1972-06-21 00:00:00,,,1970-1979,6091.199999999999800,L,Intensive, , ,NT-1972-1972ZF-028, , ,,230,60,4,4,NT
250324,MB,114339, ,57.311571499999999,-97.997534599999994,2003,0,0,,,,2000-2009,1966.894000000000000,U, , , ,MB-2003-114339,used firepoly centroid for MB 2000-2004, ,,283,71,5,5a,MB
355803,QC,2007-553, ,50.922960000000003,-71.752009999999999,2007,6,16,2007-06-16 00:00:00,,2007-07-19 00:00:00,2000-2009,3203.900000000000100,L,Intensive, , ,QC-2007-553, , ,2018-05-18 00:00:00,433,101,6,6b,QC
367816,NT,1987SM-015, ,61.174999999999997,-112.539000000000000,1987,7,26,1987-07-26 00:00:00,,,1980-1989,2200.000000000000000,L,NA, , ,NT-1987-1987SM-015, , ,,263,69,5,5a,NT
142927,BC,2017-N11971, ,49.283299999999997,-114.766300000000000,2017,8,30,2017-08-30 00:00:00,,,2010-2019,1751.000000000000000,L, ,Fire, ,BC-2017-2017-N11971, , ,2020-05-05 00:00:00,1017,214,14,14,BC
329864,QC,1983-7176, ,52.207140000000003,-77.162260000000003,1983,6,13,1983-06-13 00:00:00,,1983-06-27 00:00:00,1980-1989,515.000000000000000,L,Nordique, , ,QC-1983-7176, , ,2018-05-18 00:00:00,1030,217,15,15,QC
376375,NT,FS018-17, ,63.473666000000001,-121.466500000000000,2017,8,15,2017-08-15 00:00:00,,,2010-2019,757.000000000000000,L,Monitored, , ,NT-2017-FS018-17, , ,2018-06-15 00:00:00,219,55,4,4,NT
166114,AB,DS7-002-72,DS7002,56.717100000000002,-114.841500000000000,1972,5,31,1972-05-31 00:00:00,,,1970-1979,1444.970554179999900,L, , , ,AB-1972-DS7-002-72, , ,2020-06-01 00:00:00,604,139,9,9,AB
369449,NT,CR-063, ,60.166600000000003,-100.833299999999990,1989,7,31,1989-07-31 00:00:00,,1989-09-19 00:00:00,1980-1989,3200.000000000000000,L, , , ,NT-1989-CR-063, , ,2018-06-15 00:00:00,276,71,5,5a,NT
367685,NT,CR-004, ,60.716600000000000,-108.116600000000010,1992,6,17,1992-06-17 00:00:00,,1992-06-27 00:00:00,1990-1999,1000.000000000000000,L,Delayed Action, , ,NT-1992-CR-004, , ,2018-06-15 00:00:00,273,71,5,5a,NT
254761,MB,NE111, ,58.976666999999999,-97.378332999999998,2013,6,20,2013-06-20 00:00:00,,2013-09-05 00:00:00,2010-2019,15183.700000000001000,L,W (Observation Zone), ,No Action,MB-2013-NE111, , ,2014-06-17 00:00:00,272,70,5,5a,MB
255513,MB,111552, ,55.963469799999999,-94.150407700000002,2003,0,0,,,,2000-2009,22268.963000000000000,U, , , ,MB-2003-111552,used firepoly centroid for MB 2000-2004, ,,360,89,6,6a,MB
250932,MB,103085, ,55.960148300000000,-94.406446099999997,2000,0,0,,,,2000-2009,6448.911000000000100,U, , , ,MB-2000-103085,used firepoly centroid for MB 2000-2004, ,,360,89,6,6a,MB
372427,NT,SS129-14, ,61.717165999999999,-112.401500000000000,2014,8,4,2014-08-04 00:00:00,,2014-10-03 00:00:00,2010-2019,1673.260000000000000,L,Monitored, , ,NT-2014-SS129-14, , ,2018-06-15 00:00:00,261,69,5,5a,NT
258268,MB,EA095, ,52.432222000000003,-95.385000000000005,2012,7,12,2012-07-12 00:00:00,,2012-08-27 00:00:00,2010-2019,15710.700000000001000,L,G (Low Priority), ,Limited Action,MB-2012-EA095, , ,2013-04-15 00:00:00,373,90,6,6a,MB
376005,YT,1977DA016, ,64.033332999999999,-139.900000000000010,1977,7,29,1977-07-29 00:00:00,,,1970-1979,600.870000000000000,L, , , ,YT-1977-1977DA016, , ,2016-06-16 00:00:00,882,172,12,12,YT
255955,MB,NW016, ,55.506110999999997,-99.662499999999994,2017,7,28,2017-07-28 00:00:00,,2017-09-28 00:00:00,2010-2019,1395.000000000000000,L,Y (Moderate Priority), ,Limited Action,MB-2017-NW016, , ,2018-05-18 00:00:00,356,88,6,6a,MB
15295,BC,1962-G00056, ,55.567999999999998,-120.428000000000000,1962,6,5,1962-06-05 00:00:00,,,1960-1969,809.299999999999950,H, ,Fire, ,BC-1962-1962-G00056, , ,2020-05-05 00:00:00,618,145,9,9,BC
315300,ON,GER14, ,52.505299999999998,-88.443799999999996,1992,6,11,1992-06-11 00:00:00,,,1990-1999,14000.000000000000000,L,EXT, , ,ON-1992-GER14, , ,,393,95,6,6a,ON
380238,YT,1994MA015, ,64.128045000000000,-135.395764000000010,1994,7,13,1994-07-13 00:00:00,,,1990-1999,2178.750000000000000,L, , , ,YT-1994-1994MA015, , ,2016-06-16 00:00:00,898,176,12,12,YT
355192,NT,SS010-19, ,60.046165999999999,-118.481832999999990,2019,6,16,2019-06-16 00:00:00,,2019-08-20 00:00:00,2010-2019,3929.000000000000000,L, , , ,NT-2019-SS010-19, , ,2020-05-04 00:00:00,249,65,4,4,NT
46,BC,1950-G00113, ,56.789000000000001,-122.069999999999990,1950,7,29,1950-07-29 00:00:00,,,1950-1959,99767.297000000006000,H, ,Fire, ,BC-1950-1950-G00113, , ,2020-05-05 00:00:00,585,137,9,9,BC
398838,PC-WB,2004-WB-16,Jackfish Lake,59.488100000000003,-113.883600000000000,2004,7,11,2004-07-11 00:00:00,,,2000-2009,2235.000000000000000,L,EXT, , ,PC-WB-2004-WB-16, , ,2008-08-19 00:00:00,243,64,4,4,PC
142534,BC,2017-N21451, ,50.016500000000001,-115.752900000000000,2017,7,30,2017-07-30 00:00:00,,,2010-2019,1032.500000000000000,H, ,Fire, ,BC-2017-2017-N21451, , ,2020-05-05 00:00:00,1015,213,14,14,BC
10202,BC,1961-G00293, ,55.009999999999998,-121.428000000000000,1961,7,23,1961-07-23 00:00:00,,,1960-1969,7409.800000000000200,L, ,Fire, ,BC-1961-1961-G00293, , ,2020-05-05 00:00:00,969,200,14,14,BC
377298,YT,2004RR008, ,61.550555600000003,-131.315000000000000,2004,6,24,2004-06-24 00:00:00,,2004-09-30 00:00:00,2000-2009,736.000000000000000,L,Wilderness FMZ, ,41 miles east of Ross,YT-2004-2004RR008, , ,2016-06-16 00:00:00,903,176,12,12,YT
370044,NT,EV-003, ,67.016800000000003,-131.253300000000000,1996,6,21,1996-06-21 00:00:00,,1996-07-05 00:00:00,1990-1999,14200.000000000000000,L,Monitored, , ,NT-1996-EV-003, , ,2018-06-15 00:00:00,210,53,4,4,NT
230134,SK,1973-029, ,57.320999999999998,-105.397000000000010,1973,0,0,,,,1970-1979,3364.000000000000000,U,EXT, , ,SK-1973-1973-029, , ,2008-11-12 00:00:00,339,87,6,6a,SK
231465,SK,198, ,56.729999999999997,-106.330000000000000,1969,8,15,1969-08-15 00:00:00,,,1960-1969,809.710000000000040,L,EXT, , ,SK-1969-198,chk pnt poly ref, ,2008-11-12 00:00:00,354,88,6,6a,SK
361821,QC,2016-360, ,55.469999999999999,-70.288899999999998,2016,7,8,2016-07-08 00:00:00,,2016-07-31 00:00:00,2010-2019,981.899999999999980,L,Nordique, , ,QC-2016-360, , ,2018-05-18 00:00:00,293,74,5,5b,QC
325604,QC,1976-7073, ,48.866610000000001,-77.846940000000004,1976,6,2,1976-06-02 00:00:00,,1976-06-21 00:00:00,1970-1979,530.899999999999980,H,Intensive, , ,QC-1976-7073, , ,2018-05-18 00:00:00,401,96,6,6b,QC
380267,YT,1998MA011, ,63.583333000000003,-136.533333000000000,1998,7,4,1998-07-04 00:00:00,,,1990-1999,9027.809999999999500,L, , , ,YT-1998-1998MA011, , ,2016-06-16 00:00:00,898,176,12,12,YT
374539,NT,SS016-16, ,60.115333000000000,-106.927000000000010,2016,6,29,2016-06-29 00:00:00,,2016-09-07 00:00:00,2010-2019,3165.030000000000200,L,Monitored, , ,NT-2016-SS016-16, , ,2018-06-15 00:00:00,277,71,5,5a,NT
246179,MB,1-7-19-89, ,54.149999999999999,-93.483300000000000,1989,7,1,1989-07-01 00:00:00,1989-07-01 00:00:00,1989-09-20 00:00:00,1980-1989,18881.000000000000000,H,EXT, , ,MB-1989-1-7-19-89, , ,2008-07-24 00:00:00,364,89,6,6a,MB
372916,NT,SS039-17, ,61.079000000000001,-108.256333000000000,2017,7,24,2017-07-24 00:00:00,,2017-08-31 00:00:00,2010-2019,2266.000000000000000,L,Monitored, , ,NT-2017-SS039-17, , ,2018-06-15 00:00:00,262,69,5,5a,NT
244853,MB,NE-103-163-98, ,57.054000000000002,-94.631000000000000,1998,7,15,1998-07-15 00:00:00,,1998-08-14 00:00:00,1990-1999,1657.200000000000000,L,EXT, , ,MB-1998-NE-103-163-98, , ,2008-07-24 00:00:00,281,71,5,5a,MB
373936,NT,HY-039, ,60.450000000000003,-119.200000000000000,1996,6,30,1996-06-30 00:00:00,,1996-08-08 00:00:00,1990-1999,1600.000000000000000,L,Monitored, , ,NT-1996-HY-039, , ,2018-06-15 00:00:00,242,64,4,4,NT
314784,ON,RED62, ,53.572806153199998,-93.761807081699999,2019,7,28,2019-07-28 00:00:00,,2019-09-16 00:00:00,2010-2019,518.000000000000000,L, , ,Objective: MON; Type: IFR; Accuracy: Within 100 metres,ON-2019-RED62,location not ignition - coords derived from poly, ,2020-04-03 00:00:00,364,89,6,6a,ON
316906,ON,KEN100, ,50.132300000000001,-94.700000000000003,1995,6,20,1995-06-20 00:00:00,,,1990-1999,1042.000000000000000,L,Intensive, , ,ON-1995-KEN100, , ,,377,91,6,6a,ON
364989,NT,1975EV-016, ,67.133300000000006,-125.400000000000010,1975,8,23,1975-08-23 00:00:00,,,1970-1979,3200.000000000000000,L,Intensive, , ,NT-1975-1975EV-016, , ,,215,54,4,4,NT
402733,PC-WL,2015WL1,Y-Camp Prescribed Fire,0.000000000000000,0.000000000000000,2015,4,24,2015-04-24 00:00:00,,,2010-2019,1000.000000000000000,H-PB,Prescribed Fire, , ,PC-WL-2015-2015WL1,lat/long coords n/a, ,2016-06-20 00:00:00,0,0,0, ,PC
243841,MB,4-6-1-88, ,50.509999999999998,-98.691900000000004,1988,8,21,1988-08-21 00:00:00,1988-08-30 00:00:00,1988-08-31 00:00:00,1980-1989,547.200000000000050,H,Intensive, , ,MB-1988-4-6-1-88, , ,2008-07-24 00:00:00,841,162,10,10,MB
241212,MB,1-8-5-88, ,55.250000000000000,-97.066699999999997,1988,6,28,1988-06-28 00:00:00,1988-06-29 00:00:00,1988-08-09 00:00:00,1980-1989,8007.899999999999600,L,Intensive, , ,MB-1988-1-8-5-88, , ,2008-07-24 00:00:00,365,89,6,6a,MB
369206,NT,FR-SS-00104, ,60.170999999999999,-103.801333000000000,2010,7,23,2010-07-23 00:00:00,,2010-09-08 00:00:00,2010-2019,3957.190000000000100,L,Monitored, , ,NT-2010-FR-SS-00104, , ,2018-06-15 00:00:00,274,71,5,5a,NT
246736,MB,NE-106-096-95, ,54.558000000000000,-94.837000000000003,1995,6,12,1995-06-12 00:00:00,1995-07-02 00:00:00,1995-08-08 00:00:00,1990-1999,10462.000000000000000,L,Intensive, , ,MB-1995-NE-106-096-95, , ,2008-07-24 00:00:00,365,89,6,6a,MB
69945,BC,1982-R90015, ,59.948000000000000,-127.742000000000000,1982,6,19,1982-06-19 00:00:00,,,1980-1989,182725.000000000000000,L, ,Fire, ,BC-1982-1982-R90015, , ,2020-05-05 00:00:00,925,181,12,12,BC
339958,QC,1990-7158, ,51.494909999999997,-76.639219999999995,1990,7,25,1990-07-25 00:00:00,,1990-08-14 00:00:00,1990-1999,3100.000000000000000,L,Nordique, , ,QC-1990-7158, , ,2018-05-18 00:00:00,428,100,6,6b,QC
384767,YT,2003DA017, ,65.742221999999998,-137.631111000000000,2003,7,24,2003-07-24 00:00:00,,,2000-2009,2102.000000000000000,L, , , ,YT-2003-2003DA017, , ,2016-06-16 00:00:00,866,168,11,11,YT
54999,BC,1980-G90043, ,58.524999999999999,-123.200999999999990,1980,5,14,1980-05-14 00:00:00,,,1980-1989,6285.000000000000000,L, ,Fire, ,BC-1980-1980-G90043, , ,2020-05-05 00:00:00,252,66,4,4,BC
316502,ON,GER23, ,52.429699999999997,-88.958399999999997,1981,7,10,1981-07-10 00:00:00,,,1980-1989,18615.000000000000000,L,EXT, , ,ON-1981-GER23, , ,,395,95,6,6a,ON
359735,NT,1968EV-004, ,67.883300000000006,-130.050000000000010,1968,6,16,1968-06-16 00:00:00,,,1960-1969,10368.000000000000000,U,EXT, , ,NT-1968-1968EV-004, , ,,199,52,4,4,NT
215290,SK,12LA-DON,12LA-DON,57.753283000000003,-103.109782999999990,2012,7,28,2012-07-28 00:00:00,,2012-09-06 00:00:00,2010-2019,1501.200000000000000,L, ,Wildfire, ,SK-2012-12LA-DON, , ,2020-04-03 00:00:00,343,88,6,6a,SK
379646,YT,2008OC009, ,66.383750000000006,-134.601166699999990,2008,6,28,2008-06-28 00:00:00,,2008-09-29 00:00:00,2000-2009,1726.000000000000000,L,Wilderness FMZ, ,S of Virth Crk,YT-2008-2008OC009, , ,2016-06-16 00:00:00,194,51,4,4,YT
314904,ON,RED26, ,53.812199999999997,-92.559600000000003,1998,6,25,1998-06-25 00:00:00,,,1990-1999,1800.000000000000000,L,EXT, , ,ON-1998-RED26, , ,,364,89,6,6a,ON
126825,BC,2009-VA1245, ,52.009900000000002,-126.437500000000000,2009,7,31,2009-07-31 00:00:00,,,2000-2009,574.000000000000000,L, ,Fire, ,BC-2009-2009-VA1245, , ,2020-05-05 00:00:00,948,192,13,13,BC
360086,NT,1976ZF-073, ,63.833300000000001,-115.550000000000000,1976,7,27,1976-07-27 00:00:00,,,1970-1979,5359.000000000000000,L,EXT, , ,NT-1976-1976ZF-073, , ,,257,68,5,5a,NT
149043,BC,2017-C50647, ,51.944000000000003,-123.168600000000000,2017,7,7,2017-07-07 00:00:00,,,2010-2019,239298.000000000000000,L, ,Fire, ,BC-2017-2017-C50647, , ,2020-05-05 00:00:00,977,202,14,14,BC
215262,SK,10SE-HALLIDAY,10SE-HALLIDAY,57.821700999999997,-105.363998000000000,2010,7,29,2010-07-29 00:00:00,,2010-09-02 00:00:00,2010-2019,1993.000000000000000,L, ,Wildfire, ,SK-2010-10SE-HALLIDAY, , ,2020-04-03 00:00:00,339,87,6,6a,SK
246278,MB,1-07-5-91, ,53.950000000000003,-96.033000000000001,1991,5,29,1991-05-29 00:00:00,1991-06-03 00:00:00,1991-06-22 00:00:00,1990-1999,27648.000000000000000,L,Intensive, , ,MB-1991-1-07-5-91, , ,2008-07-24 00:00:00,364,89,6,6a,MB
5332,BC,1958-R00128, ,55.405000000000001,-128.626000000000000,1958,7,7,1958-07-07 00:00:00,,,1950-1959,2403.400000000000100,L, ,Fire, ,BC-1958-1958-R00128, , ,2020-05-05 00:00:00,944,190,13,13,BC
50013,BC,1972-GD0058, ,58.469999999999999,-121.298000000000000,1972,5,22,1972-05-22 00:00:00,,,1970-1979,731.600000000000020,L, ,Fire, ,BC-1972-1972-GD0058, , ,2020-05-05 00:00:00,244,64,4,4,BC
372995,NT,SS046-14, ,60.691000000000003,-107.649165999999990,2014,6,29,2014-06-29 00:00:00,,2014-09-08 00:00:00,2010-2019,1206.200000000000000,L,Monitored, , ,NT-2014-SS046-14, , ,2018-06-15 00:00:00,273,71,5,5a,NT
367017,NT,1977SM-023, ,61.933300000000003,-122.583299999999990,1977,7,7,1977-07-07 00:00:00,,,1970-1979,1678.900000000000100,L,Intensive, , ,NT-1977-1977SM-023, , ,,238,64,4,4,NT
231023,SK,10SE-JACKPINE,10SE-JACKPINE,56.747501000000000,-102.422997000000000,2010,7,10,2010-07-10 00:00:00,,2010-08-16 00:00:00,2010-2019,538.000000000000000,L, ,Wildfire, ,SK-2010-10SE-JACKPINE, , ,2020-04-03 00:00:00,353,88,6,6a,SK
168011,AB,DL2-011-73,DL2011,54.387599999999999,-111.760300000000000,1973,5,0,,,,1970-1979,6663.351442299999700,H, , , ,AB-1973-DL2-011-73, ,day n/a from src,2020-06-01 00:00:00,679,149,9,9,AB
376264,YT,2019MA008, ,63.467016666500001,-134.727566666999990,2019,7,18,2019-07-18 00:00:00,,,2010-2019,1100.000000000000000,L,Transition FMZ, ,Stewart River,YT-2019-2019MA008, , ,2020-05-12 00:00:00,900,176,12,12,YT
322439,QC,290050, ,48.221899999999998,-73.159599999999998,1962,6,28,1962-06-28 00:00:00,,,1960-1969,39847.000000000000000,H,Intensive, , ,QC-1962-290050, , ,2008-11-12 00:00:00,415,99,6,6b,QC
243383,MB,6-8-3-84, ,51.771799999999999,-99.240899999999996,1984,4,20,1984-04-20 00:00:00,1984-04-20 00:00:00,1984-05-09 00:00:00,1980-1989,710.299999999999950,H,Intensive, , ,MB-1984-6-8-3-84, , ,2008-07-24 00:00:00,718,155,9,9,MB
225969,SK,11SE-SEPT,11SE-SEPT,56.024501999999998,-103.667000000000000,2011,9,6,2011-09-06 00:00:00,,2011-10-17 00:00:00,2010-2019,27000.000000000000000,H, ,Wildfire, ,SK-2011-11SE-SEPT, , ,2020-04-03 00:00:00,353,88,6,6a,SK
320307,QC,1972-7296, ,51.460729999999998,-77.406559999999999,1972,7,7,1972-07-07 00:00:00,,1972-07-10 00:00:00,1970-1979,776.899999999999980,L,Nordique, , ,QC-1972-7296, , ,2018-05-18 00:00:00,428,100,6,6b,QC
225412,SK,17LA-LAKE2,17LA-LAKE2,56.958092000000001,-105.650081000000000,2017,8,10,2017-08-10 00:00:00,,2017-09-20 00:00:00,2010-2019,21378.299999999999000,L, ,Wildfire, ,SK-2017-17LA-LAKE2, , ,2020-04-03 00:00:00,345,88,6,6a,SK
360303,NT,1973CR-018, ,63.000000000000000,-101.550000000000000,1973,6,22,1973-06-22 00:00:00,,,1970-1979,1259.700000000000000,L,Intensive, , ,NT-1973-1973CR-018, , ,,176,44,3,3,NT
251720,MB,131, ,54.442000000000000,-97.033000000000001,1964,7,2,1964-07-02 00:00:00,,,1960-1969,1214.500000000000000,L,Intensive, , ,MB-1964-131, , ,2008-11-12 00:00:00,364,89,6,6a,MB
172161,AB,DL4-016-81,DL4016,55.815399999999997,-111.920300000000000,1981,7,3,1981-07-03 00:00:00,,,1980-1989,4238.908087640000300,L, , , ,AB-1981-DL4-016-81, , ,2020-06-01 00:00:00,638,139,9,9,AB
256316,MB,113133, ,53.795307800000003,-93.587536499999999,2003,0,0,,,,2000-2009,15658.454000000000000,U, , , ,MB-2003-113133,used firepoly centroid for MB 2000-2004, ,,364,89,6,6a,MB
231943,MB,1-7-10-69, ,53.845199999999998,-93.628299999999996,1969,7,20,1969-07-20 00:00:00,,,1960-1969,600.000000000000000,L,Intensive, , ,MB-1969-1-7-10-69, , ,2008-07-24 00:00:00,364,89,6,6a,MB
320049,ON,PIC13, ,51.562500000000000,-91.875000000000000,1961,6,18,1961-06-18 00:00:00,,,1960-1969,33566.000000000000000,L,Intensive, , ,ON-1961-PIC13, , ,2008-11-12 00:00:00,372,90,6,6a,ON
229856,SK,30, ,59.880000000000003,-107.720000000000000,1966,6,27,1966-06-27 00:00:00,,,1960-1969,1012.100000000000000,L,EXT, , ,SK-1966-030,chk pnt poly ref, ,2008-11-12 00:00:00,277,71,5,5a,SK
395102,NL,1984-C047, ,49.798000000000002,-55.956000000000003,1984,7,14,1984-07-14 00:00:00,,,1980-1989,5093.000000000000000,H,NA, , ,NL-1984-C047, , ,2008-11-12 00:00:00,470,113,6,6b,NL
161685,AB,DG4-002-68,DG4002,55.117800000000003,-117.176900000000000,1968,5,20,1968-05-20 00:00:00,,,1960-1969,919.579325431000030,H, , , ,AB-1968-DG4-002-68, , ,2020-06-01 00:00:00,592,138,9,9,AB
385249,YT,2013CA016, ,62.915349999999997,-135.621483000000010,2013,7,12,2013-07-12 00:00:00,,2013-09-30 00:00:00,2010-2019,555.000000000000000,L,Wilderness FMZ, ,west of pelly,YT-2013-2013CA016, , ,2016-06-16 00:00:00,901,176,12,12,YT
220723,SK,15BN-CINDY,15BN-CINDY,56.450000000000003,-107.933333000000000,2015,6,25,2015-06-25 00:00:00,,2015-07-21 00:00:00,2010-2019,26605.974704000000000,L, ,Wildfire, ,SK-2015-15BN-CINDY, , ,2020-04-03 00:00:00,351,88,6,6a,SK
316643,ON,NIP23, ,49.925100000000000,-89.465999999999994,1988,6,11,1988-06-11 00:00:00,,,1980-1989,1002.000000000000000,L,Intensive, , ,ON-1988-NIP23, , ,,385,94,6,6a,ON
320539,QC,60034, ,51.225900000000003,-70.641499999999994,1962,7,18,1962-07-18 00:00:00,,,1960-1969,777.009999999999990,L,Intensive, , ,QC-1962-60034, , ,2008-11-12 00:00:00,435,101,6,6b,QC
349985,QC,1998-430, ,51.433750000000003,-62.466819999999998,1998,6,11,1998-06-11 00:00:00,,1998-07-03 00:00:00,1990-1999,1548.000000000000000,L,Nordique, , ,QC-1998-430, , ,2018-05-18 00:00:00,445,103,6,6b,QC
220160,SK,MIDWEST,MIDWEST,57.942699939999997,-104.552100150000000,1981,8,5,1981-08-05 00:00:00,,1981-09-15 00:00:00,1980-1989,960.000000000000000,L, ,Wildfire, ,SK-1981-MIDWEST, , ,2020-04-03 00:00:00,339,87,6,6a,SK
6283,BC,1958-K00834, ,51.241999999999997,-122.544000000000000,1958,8,10,1958-08-10 00:00:00,,,1950-1959,1707.700000000000000,H, ,Fire, ,BC-1958-1958-K00834, , ,2020-05-05 00:00:00,977,202,14,14,BC
244827,MB,NE-05-272-94, ,58.500000000000000,-99.332999999999998,1994,6,19,1994-06-19 00:00:00,,1994-09-08 00:00:00,1990-1999,15038.000000000000000,L,EXT, , ,MB-1994-NE-05-272-94, , ,2008-07-24 00:00:00,280,71,5,5a,MB
1283,BC,1951-C00152, ,52.039000000000001,-123.980999999999990,1951,9,3,1951-09-03 00:00:00,,,1950-1959,4653.800000000000200,H, ,Fire, ,BC-1951-1951-C00152, , ,2020-05-05 00:00:00,977,202,14,14,BC
105139,BC,1998-R90058, ,57.808000000000000,-131.753999999999990,1998,7,3,1998-07-03 00:00:00,,,1990-1999,12138.000000000000000,L, ,Fire, ,BC-1998-1998-R90058, , ,2020-05-05 00:00:00,917,179,12,12,BC
344680,QC,1991-7209, ,53.140889999999999,-71.419039999999995,1991,7,13,1991-07-13 00:00:00,,1991-07-28 00:00:00,1990-1999,696.000000000000000,L,Nordique, , ,QC-1991-7209, , ,2018-05-18 00:00:00,294,74,5,5b,QC
372666,NT,FS-099, ,62.316600000000001,-123.550000000000000,1994,8,10,1994-08-10 00:00:00,,1994-10-27 00:00:00,1990-1999,9200.000000000000000,L,Monitored, , ,NT-1994-FS-099, , ,2018-06-15 00:00:00,238,64,4,4,NT
355543,QC,2006-345, ,51.018889999999999,-76.290440000000004,2006,6,7,2006-06-07 00:00:00,,2006-06-19 00:00:00,2000-2009,893.000000000000000,L,Intensive, , ,QC-2006-345, , ,2018-05-18 00:00:00,428,100,6,6b,QC
219955,SK,JERRY,JERRY,59.546900000000001,-103.239600000000000,1993,7,15,1993-07-15 00:00:00,,1993-08-16 00:00:00,1990-1999,5934.520000000000400,L, ,Wildfire, ,SK-1993-JERRY, , ,2020-04-03 00:00:00,276,71,5,5a,SK
355814,QC,2007-593, ,51.090530000000001,-71.145189999999999,2007,6,12,2007-06-12 00:00:00,,2007-07-17 00:00:00,2000-2009,11472.600000000000000,L,Intensive, , ,QC-2007-593, , ,2018-05-18 00:00:00,433,101,6,6b,QC
377398,YT,1972RR012, ,62.480085000000003,-131.258412999999990,1972,7,7,1972-07-07 00:00:00,,,1970-1979,804.889999999999990,L, , , ,YT-1972-1972RR012, , ,2016-06-16 00:00:00,903,176,12,12,YT
210567,SK,11SE-LONG,11SE-LONG,57.509498999999998,-104.085999000000000,2011,6,11,2011-06-11 00:00:00,,2011-07-13 00:00:00,2010-2019,5200.000000000000000,L, ,Wildfire, ,SK-2011-11SE-LONG, , ,2020-04-03 00:00:00,347,88,6,6a,SK
370864,NT,VQ-013, ,65.549999999999997,-120.583299999999990,1996,6,27,1996-06-27 00:00:00,,1996-08-06 00:00:00,1990-1999,900.000000000000000,L,Monitored, , ,NT-1996-VQ-013, , ,2018-06-15 00:00:00,207,52,4,4,NT
371739,NT,FS-029, ,63.666600000000003,-122.083299999999990,1990,7,10,1990-07-10 00:00:00,,1990-08-30 00:00:00,1990-1999,30001.000000000000000,L,Delayed Action, , ,NT-1990-FS-029, , ,2018-06-15 00:00:00,219,55,4,4,NT
350103,QC,2002-261, ,50.855820000000001,-71.673069999999996,2002,7,1,2002-07-01 00:00:00,,2002-07-07 00:00:00,2000-2009,1367.000000000000000,L,Intensive, , ,QC-2002-261, , ,2018-05-18 00:00:00,433,101,6,6b,QC
249004,MB,C8, ,50.918999999999997,-98.578999999999994,1966,8,23,1966-08-23 00:00:00,,,1960-1969,587.000000000000000,H,Intensive, , ,MB-1966-C8, , ,2008-11-12 00:00:00,723,155,9,9,MB
170018,AB,DF2-083-80,DF2083,59.319699999999997,-116.433200000000000,1980,7,4,1980-07-04 00:00:00,,,1980-1989,934.479850778000010,L, , , ,AB-1980-DF2-083-80, , ,2020-06-01 00:00:00,244,64,4,4,AB
345123,QC,1997-259, ,51.116610000000001,-75.257400000000004,1997,6,7,1997-06-07 00:00:00,,1997-07-02 00:00:00,1990-1999,2314.000000000000000,L,Nordique, , ,QC-1997-259, , ,2018-05-18 00:00:00,428,100,6,6b,QC
234593,SK,4, ,49.792999999999999,-102.598000000000000,1965,5,4,1965-05-04 00:00:00,,,1960-1969,1214.500000000000000,H,Intensive, , ,SK-1965-004(1),multiple fire id. added unique id to CFS_REF_ID, ,2008-11-12 00:00:00,761,156,10,10,SK
238309,MB,7-4-7-80, ,52.441099999999999,-101.620000000000000,1980,5,19,1980-05-19 00:00:00,1980-05-20 00:00:00,1980-09-26 00:00:00,1980-1989,69375.000000000000000,L,Intensive, , ,MB-1980-7-4-7-80, , ,2008-07-24 00:00:00,714,139,9,9,MB
315412,ON,2002-NIP-51, ,51.303699999999999,-86.505099999999999,2002,7,6,2002-07-06 00:00:00,,2002-09-03 00:00:00,2000-2009,26000.000000000000000,L,Intensive, , ,ON-2002-NIP-51, , ,2008-07-23 00:00:00,394,95,6,6a,ON
375972,YT,1967DA006, ,63.380000000000003,-139.919722000000010,1967,6,15,1967-06-15 00:00:00,,,1960-1969,16804.930000000000000,L, , , ,YT-1967-1967DA006, , ,2016-06-16 00:00:00,882,172,12,12,YT
248726,MB,33, ,51.985999999999997,-99.938999999999993,1961,5,22,1961-05-22 00:00:00,,,1960-1969,789.470000000000030,H,Intensive, , ,MB-1961-33, , ,2008-11-12 00:00:00,718,155,9,9,MB
376286,YT,1952MA010, ,63.503332999999998,-135.151388999999990,1952,6,12,1952-06-12 00:00:00,,,1950-1959,24748.759999999998000,H, , , ,YT-1952-1952MA010, , ,2016-06-16 00:00:00,900,176,12,12,YT
344662,QC,1991-7130, ,54.688249999999996,-79.138660000000002,1991,6,25,1991-06-25 00:00:00,,1991-07-31 00:00:00,1990-1999,12850.000000000000000,L,Nordique, , ,QC-1991-7130, , ,2018-05-18 00:00:00,284,72,5,5b,QC
