FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,ECODISTRIC,ECOREGION,ECOZONE,CFS_ECOZ,SRC_AGY2 
232561,SK,255, ,54.229999999999997,-103.000000000000000,1964,7,13,1964-07-13 00:00:00,,,1960-1969,1674.000000000000000,L,Intensive, , ,SK-1964-255,chk pnt poly ref, ,2008-11-12 00:00:00,662,148,9,9,SK
254749,MB,NE126, ,59.713611000000000,-99.881388999999999,2013,7,1,2013-07-01 00:00:00,,2013-09-14 00:00:00,2010-2019,1701.300000000000000,L,W (Observation Zone), ,Limited Action,MB-2013-NE126, , ,2014-06-17 00:00:00,276,71,5,5a,MB
376248,YT,1959MA043, ,63.700000000000003,-133.500000000000000,1959,7,4,1959-07-04 00:00:00,,,1950-1959,2055.840000000000100,L, , , ,YT-1959-1959MA043, , ,2016-06-16 00:00:00,899,176,12,12,YT
210003,SK,COSBY,COSBY,58.078099999999999,-102.552100000000000,1989,6,15,1989-06-15 00:00:00,,1989-06-27 00:00:00,1980-1989,524.338527590000010,L, ,Wildfire, ,SK-1989-COSBY, , ,2020-04-03 00:00:00,276,71,5,5a,SK
385090,YT,2010DA003, ,64.130499999999998,-138.100500000000010,2010,5,26,2010-05-26 00:00:00,,2010-09-22 00:00:00,2010-2019,13736.000000000000000,L,Wilderness FMZ, ,Brewery Creek,YT-2010-2010DA003, , ,2016-06-16 00:00:00,898,176,12,12,YT
355600,QC,2009-277, ,51.299460000000003,-75.395089999999996,2009,6,20,2009-06-20 00:00:00,2009-07-27 00:00:00,2009-07-27 00:00:00,2000-2009,5935.500000000000000,L,Nordique, , ,QC-2009-277, , ,2018-05-18 00:00:00,428,100,6,6b,QC
315259,ON,SIO120, ,52.565199999999997,-90.344300000000004,1989,7,17,1989-07-17 00:00:00,,,1980-1989,980.000000000000000,L,EXT, , ,ON-1989-SIO120, , ,,393,95,6,6a,ON
373350,NT,1981JF-008, ,61.200000000000003,-124.750000000000000,1981,7,29,1981-07-29 00:00:00,,,1980-1989,61258.000000000000000,L,NA, , ,NT-1981-1981JF-008, , ,,235,62,4,4,NT
245254,MB,NE-02-186-94, ,57.033000000000001,-98.750000000000000,1994,7,21,1994-07-21 00:00:00,,1994-09-14 00:00:00,1990-1999,3101.000000000000000,L,Intensive, , ,MB-1994-NE-02-186-94, , ,2008-07-24 00:00:00,349,88,6,6a,MB
372420,NT,ZF041-14, ,62.377333000000000,-111.284499999999990,2014,6,30,2014-06-30 00:00:00,,2014-09-08 00:00:00,2010-2019,5353.500000000000000,H,Monitored, , ,NT-2014-ZF041-14, , ,2018-06-15 00:00:00,261,69,5,5a,NT
225347,SK,JACK1,JACK1,57.582999999999998,-109.598000000000000,2002,7,11,2002-07-11 00:00:00,,2002-08-20 00:00:00,2000-2009,1400.000000000000000,L, ,Wildfire, ,SK-2002-JACK1, , ,2020-04-03 00:00:00,633,139,9,9,SK
339853,QC,1991-7156, ,52.341430000000003,-76.938180000000003,1991,7,5,1991-07-05 00:00:00,,1991-07-31 00:00:00,1990-1999,1006.000000000000000,L,Nordique, , ,QC-1991-7156, , ,2018-05-18 00:00:00,1030,217,15,15,QC
215761,SK,HUDSON,HUDSON,57.156500000000001,-107.398000000000000,2002,7,7,2002-07-07 00:00:00,,2002-09-12 00:00:00,2000-2009,1200.000000000000000,L, ,Wildfire, ,SK-2002-HUDSON, , ,2020-04-03 00:00:00,348,88,6,6a,SK
219894,SK,ROSE2,ROSE2,59.463499929999998,-107.552100150000000,1981,5,23,1981-05-23 00:00:00,,1981-07-20 00:00:00,1980-1989,7000.000000000000000,L, ,Wildfire, ,SK-1981-ROSE2, , ,2020-04-03 00:00:00,263,69,5,5a,SK
321012,ON,COC-22-77, ,49.804699999999997,-81.587599999999995,1977,6,15,1977-06-15 00:00:00,1977-06-15 00:00:00,,1970-1979,1821.099999999999900,H,Intensive, , ,ON-1977-COC-22-77, , ,2008-06-19 00:00:00,401,96,6,6b,ON
367242,NT,1980CR-016, ,61.783000000000001,-109.917000000000000,1980,7,26,1980-07-26 00:00:00,,,1980-1989,10995.000000000000000,L,NA, , ,NT-1980-1980CR-016, , ,,262,69,5,5a,NT
361170,NT,1976CR-009, ,61.533299999999997,-106.300000000000000,1976,7,4,1976-07-04 00:00:00,,,1970-1979,6305.000000000000000,L,EXT, , ,NT-1976-1976CR-009, , ,,267,70,5,5a,NT
375132,NT,VQ-020, ,66.500000000000000,-128.533300000000000,1997,7,25,1997-07-25 00:00:00,,1997-08-18 00:00:00,1990-1999,600.000000000000000,L,Delayed Action, , ,NT-1997-VQ-020, , ,2018-06-15 00:00:00,216,55,4,4,NT
371713,NT,1983FS-044, ,63.750000000000000,-122.167000000000000,1983,6,30,1983-06-30 00:00:00,,,1980-1989,8020.000000000000000,L,NA, , ,NT-1983-1983FS-044, , ,,219,55,4,4,NT
369906,NT,1986EV-026, ,67.516999999999996,-127.000000000000000,1986,8,10,1986-08-10 00:00:00,,,1980-1989,2512.000000000000000,L,NA, , ,NT-1986-1986EV-026, , ,,214,54,4,4,NT
317331,ON,FOR10, ,48.789000000000001,-94.512500000000003,1983,5,9,1983-05-09 00:00:00,,,1980-1989,607.000000000000000,U,Intensive, , ,ON-1983-FOR10, , ,,381,92,6,6a,ON
370986,NT,ZF-068, ,62.899999999999999,-113.083299999999990,1998,7,8,1998-07-08 00:00:00,,1998-09-30 00:00:00,1990-1999,7785.000000000000000,L,Delayed Action, , ,NT-1998-ZF-068, , ,2018-06-15 00:00:00,257,68,5,5a,NT
375654,NT,ZF031-16, ,64.247166000000007,-119.274833000000000,2016,7,17,2016-07-17 00:00:00,,2016-09-12 00:00:00,2010-2019,4245.199999999999800,L,Monitored, , ,NT-2016-ZF031-16, , ,2018-06-15 00:00:00,227,59,4,4,NT
184889,AB,HWF223, ,59.753067000000001,-117.176700000000000,2015,6,26,2015-06-26 00:00:00,,2015-07-09 00:00:00,2010-2019,626.380000000000000,L, ,Surface,fueltype: C2,AB-2015-HWF223, , ,2020-06-01 00:00:00,242,64,4,4,AB
232996,SK,9, ,53.649000000000001,-107.413000000000000,1967,5,17,1967-05-17 00:00:00,,,1960-1969,607.279999999999970,H,Intensive, , ,SK-1967-009,chk pnt poly ref, ,2008-11-12 00:00:00,660,139,9,9,SK
400023,PC-WB,53WB060, ,59.200000000000003,-112.750000000000000,1953,8,14,1953-08-14 00:00:00,,,1950-1959,15338.000000000000000,L, , , ,PC-WB-1953-53WB060, , ,2008-11-13 00:00:00,576,136,9,9,PC
379452,NT,FS035-16, ,60.175666000000000,-123.906666000000000,2016,7,13,2016-07-13 00:00:00,,2016-09-08 00:00:00,2010-2019,715.399999999999980,L,Monitored, , ,NT-2016-FS035-16, , ,2018-06-15 00:00:00,248,65,4,4,NT
361962,QC,2013-318, ,52.441899999999997,-69.729399999999998,2013,6,13,2013-06-13 00:00:00,2013-08-16 00:00:00,2013-08-16 00:00:00,2010-2019,145308.000000000000000,L,Nordique, , ,QC-2013-318, , ,2018-05-18 00:00:00,432,101,6,6b,QC
90041,BC,1990-R90013, ,58.536000000000001,-127.114000000000000,1990,7,23,1990-07-23 00:00:00,,,1990-1999,1070.000000000000000,L, ,Fire, ,BC-1990-1990-R90013, , ,2020-05-05 00:00:00,920,180,12,12,BC
355198,QC,2002-265, ,54.600420000000000,-74.644930000000002,2002,6,29,2002-06-29 00:00:00,,2002-08-02 00:00:00,2000-2009,781.000000000000000,L,Nordique, , ,QC-2002-265, , ,2018-05-18 00:00:00,284,72,5,5b,QC
256275,MB,112603, ,54.769455399999998,-92.245597000000004,2003,0,0,,,,2000-2009,1738.050999999999900,U, , , ,MB-2003-112603,used firepoly centroid for MB 2000-2004, ,,364,89,6,6a,MB
217906,SK,12PN-CORN,12PN-CORN,54.995933000000001,-102.643283000000000,2012,7,13,2012-07-13 00:00:00,,2012-08-01 00:00:00,2010-2019,1364.599999999999900,L, ,Wildfire, ,SK-2012-12PN-CORN, , ,2020-04-03 00:00:00,358,88,6,6a,SK
322560,ON,WAW06, ,48.062500000000000,-84.625000000000000,1963,6,27,1963-06-27 00:00:00,,,1960-1969,4087.000000000000000,H,Intensive, , ,ON-1963-WAW06, , ,2008-11-12 00:00:00,404,96,6,6b,ON
376471,YT,1958MA087, ,63.250000000000000,-134.330000000000010,1958,6,10,1958-06-10 00:00:00,,,1950-1959,3545.770000000000000,L, , , ,YT-1958-1958MA087, , ,2016-06-16 00:00:00,901,176,12,12,YT
230001,SK,DAUTREMONT,DAUTREMONT,58.371200000000002,-106.940000000000000,2001,6,21,2001-06-21 00:00:00,,2001-08-25 00:00:00,2000-2009,13600.000000000000000,L, ,Wildfire, ,SK-2001-DAUTREMONT, , ,2020-04-03 00:00:00,336,87,6,6a,SK
316855,ON,KEN-292-76, ,50.132800000000003,-95.012500000000003,1976,8,20,1976-08-20 00:00:00,,,1970-1979,2438.199999999999800,L,Intensive, , ,ON-1976-KEN-292-76, , ,2008-06-19 00:00:00,377,91,6,6a,ON
366772,NT,ZF-039, ,62.686999999999998,-109.769000000000010,2008,7,26,2008-07-26 00:00:00,,,2000-2009,2022.000000000000000,L,Monitored, , ,NT-2008-ZF-039, , ,2018-06-15 00:00:00,261,69,5,5a,NT
373317,NT,SS070-17, ,61.357832999999999,-111.995833000000000,2017,8,2,2017-08-02 00:00:00,,2017-09-08 00:00:00,2010-2019,1188.000000000000000,L,Monitored, , ,NT-2017-SS070-17, , ,2018-06-15 00:00:00,263,69,5,5a,NT
231529,MB,MB2018NE085, ,56.168888888900000,-97.030277777799995,2018,6,25,2018-06-25 00:00:00,,2018-08-05 00:00:00,2010-2019,1272.300000000000000,L, , ,ZONE: W; RESPONSE: MOD,MB-2018-MB2018NE085, , ,2019-03-22 00:00:00,355,88,6,6a,MB
195201,AB,W03051, ,59.094700000000003,-115.052400000000010,1999,6,18,1999-06-18 00:00:00,,1999-06-30 00:00:00,1990-1999,995.000000000000000,L, ,Surface,fueltype: C1,AB-1999-W03051, , ,2020-06-01 00:00:00,254,65,4,4,AB
315323,ON,NIP82, ,53.015099999999997,-88.945300000000003,1995,6,19,1995-06-19 00:00:00,,,1990-1999,3500.000000000000000,L,EXT, , ,ON-1995-NIP82, , ,,393,95,6,6a,ON
163411,AB,DL1-014-68,DL1014,54.469400000000000,-110.455100000000000,1968,5,20,1968-05-20 00:00:00,,,1960-1969,1331.970182300000000,H, , , ,AB-1968-DL1-014-68, , ,2020-06-01 00:00:00,680,149,9,9,AB
316513,ON,SIO209, ,52.594900000000003,-89.923299999999998,1988,8,15,1988-08-15 00:00:00,,,1980-1989,800.000000000000000,L,EXT, , ,ON-1988-SIO209, , ,,395,95,6,6a,ON
380663,YT,1985CA002, ,62.619722000000003,-134.500000000000000,1985,5,30,1985-05-30 00:00:00,,,1980-1989,5848.420000000000100,H, , , ,YT-1985-1985CA002, , ,2016-06-16 00:00:00,902,176,12,12,YT
229938,SK,LEG,LEG,58.807299999999998,-105.593800000000000,1998,8,10,1998-08-10 00:00:00,,1998-09-10 00:00:00,1990-1999,1776.000000000000000,L, ,Wildfire, ,SK-1998-LEG, , ,2020-04-03 00:00:00,334,87,6,6a,SK
145309,AB,DF1-046-84,DF1046,59.259700000000002,-115.458800000000000,1984,7,27,1984-07-27 00:00:00,1984-07-27 00:00:00,1984-07-27 00:00:00,1980-1989,800.000000000000000,L, ,Crown, ,AB-1984-DF1-046-84, , ,2020-06-01 00:00:00,254,65,4,4,AB
244788,MB,NE-105-089-96, ,58.149999999999999,-100.867000000000000,1996,7,12,1996-07-12 00:00:00,,1996-07-31 00:00:00,1990-1999,605.399999999999980,L,EXT, , ,MB-1996-NE-105-089-96, , ,2008-07-24 00:00:00,279,71,5,5a,MB
376894,YT,1958XY008, ,61.479722000000002,-135.729722000000010,1958,5,18,1958-05-18 00:00:00,,,1950-1959,134197.250000000000000,H, , , ,YT-1958-1958XY008, , ,2016-06-16 00:00:00,897,175,12,12,YT
258667,MB,CE048, ,50.521388999999999,-97.847222000000002,2012,9,29,2012-09-29 00:00:00,,2012-10-08 00:00:00,2010-2019,1000.000000000000000,H,W (Observation Zone), ,Actioned,MB-2012-CE048, , ,2013-04-15 00:00:00,846,162,10,10,MB
15226,BC,1961-R00178, ,55.067999999999998,-126.928000000000000,1961,8,4,1961-08-04 00:00:00,,,1960-1969,1868.000000000000000,L, ,Fire, ,BC-1961-1961-R00178, , ,2020-05-05 00:00:00,962,198,14,14,BC
231264,SK,MARCHEL, ,55.366999999999997,-102.684000000000000,1980,7,8,1980-07-08 00:00:00,,,1980-1989,1296.000000000000000,L,Intensive, , ,SK-1980-MARCHEL, , ,,353,88,6,6a,SK
360013,NT,1973ZF-086, ,63.750000000000000,-116.833299999999990,1973,6,21,1973-06-21 00:00:00,,,1970-1979,992.039999999999960,L,EXT, , ,NT-1973-1973ZF-086, , ,,257,68,5,5a,NT
361938,QC,2016-358, ,52.196399999999997,-74.755600000000001,2016,7,9,2016-07-09 00:00:00,2016-07-30 00:00:00,2016-07-30 00:00:00,2010-2019,552.100000000000020,L,Nordique, , ,QC-2016-358, , ,2018-05-18 00:00:00,287,72,5,5b,QC
361453,NT,1973CR-024, ,61.633299999999998,-110.916700000000010,1973,6,24,1973-06-24 00:00:00,,,1970-1979,885.750000000000000,L,Intensive, , ,NT-1973-1973CR-024, , ,,263,69,5,5a,NT
334768,QC,1981-7156, ,53.257190000000001,-78.157650000000004,1981,7,13,1981-07-13 00:00:00,,1981-08-17 00:00:00,1980-1989,17250.000000000000000,L,Nordique, , ,QC-1981-7156, , ,2018-05-18 00:00:00,286,72,5,5b,QC
316362,QC,20181080424, ,52.033299999999997,-77.026399999999995,2018,7,8,2018-07-08 00:00:00,2018-09-01 00:00:00,2018-09-01 00:00:00,2010-2019,1675.000000000000000,L,Nordique, , ,QC-2018-20181080424, , ,2019-05-01 00:00:00,1030,217,15,15,QC
172202,AB,DL2-043-82,DL2043,55.717100000000002,-111.715700000000000,1982,6,13,1982-06-13 00:00:00,,,1980-1989,1165.373243960000100,L, , , ,AB-1982-DL2-043-82, , ,2020-06-01 00:00:00,638,139,9,9,AB
226294,SK,15LX-PORTER,15LX-PORTER,56.645133000000001,-107.300167000000000,2015,6,27,2015-06-27 00:00:00,,2015-08-03 00:00:00,2010-2019,45614.829060999997000,L, ,Wildfire, ,SK-2015-15LX-PORTER, , ,2020-04-03 00:00:00,354,88,6,6a,SK
375411,YT,1962DA001, ,65.680000000000007,-136.419722000000010,1962,7,18,1962-07-18 00:00:00,,,1960-1969,4315.319999999999700,L, , , ,YT-1962-1962DA001, , ,2016-06-16 00:00:00,866,168,11,11,YT
324678,QC,1974-5123, ,57.334229999999998,-69.346689999999995,1974,7,4,1974-07-04 00:00:00,,1974-07-04 00:00:00,1970-1979,6474.899999999999600,L,Nordique, , ,QC-1974-5123, , ,2018-05-18 00:00:00,300,75,5,5b,QC
322631,QC,60045, ,48.542299999999997,-70.716800000000006,1963,6,27,1963-06-27 00:00:00,,,1960-1969,1166.000000000000000,H,Intensive, , ,QC-1963-60045, , ,2008-11-12 00:00:00,421,101,6,6b,QC
371012,NT,ZF015-13, ,64.307665999999998,-117.414333000000000,2013,6,22,2013-06-22 00:00:00,,2013-09-12 00:00:00,2010-2019,41186.739999999998000,L,Monitored, , ,NT-2013-ZF015-13, , ,2018-06-15 00:00:00,257,68,5,5a,NT
248727,MB,56, ,51.746000000000002,-99.790000000000006,1961,5,18,1961-05-18 00:00:00,,,1960-1969,1036.400000000000100,H,Intensive, , ,MB-1961-56, , ,2008-11-12 00:00:00,718,155,9,9,MB
394941,NL,NA, ,53.119999999999997,-66.930000000000007,1971,7,13,1971-07-13 00:00:00,,,1970-1979,518.000000000000000,H,NA, , ,NL-1971-NA, , ,2008-11-12 00:00:00,432,101,6,6b,NL
250291,MB,111646, ,55.631652000000003,-91.975458200000006,2003,0,0,,,,2000-2009,7679.717999999999800,U, , , ,MB-2003-111646,used firepoly centroid for MB 2000-2004, ,,1024,216,15,15,MB
192684,AB,LWF099, ,55.492666999999997,-113.165916999999990,2018,5,21,2018-05-21 00:00:00,,2018-07-19 00:00:00,2010-2019,8647.600000000000400,L, ,Ground,fueltype: M1,AB-2018-LWF099, , ,2020-06-01 00:00:00,615,139,9,9,AB
121110,BC,2003-N70475, ,50.593699999999998,-117.072700000000000,2003,8,6,2003-08-06 00:00:00,,,2000-2009,728.000000000000000,L, ,Fire, ,BC-2003-2003-N70475, , ,2020-05-05 00:00:00,985,205,14,14,BC
149678,BC,2018-K51242, ,49.753700000000002,-119.688900000000000,2018,7,17,2018-07-17 00:00:00,,,2010-2019,1370.300000000000000,L, ,Fire, ,BC-2018-2018-K51242, , ,2020-05-05 00:00:00,1007,209,14,14,BC
253114,MB,E115, ,51.645000000000003,-95.373999999999995,1967,9,16,1967-09-16 00:00:00,,,1960-1969,647.000000000000000,L,Intensive, , ,MB-1967-E115, , ,2008-11-12 00:00:00,371,90,6,6a,MB
317328,ON,FOR11, ,48.804699999999997,-94.587500000000006,1980,4,20,1980-04-20 00:00:00,,,1980-1989,2622.400000000000100,H,Intensive, , ,ON-1980-FOR11, , ,,381,92,6,6a,ON
355051,NT,1966CR-033, ,61.016700000000000,-111.200000000000000,1966,7,13,1966-07-13 00:00:00,,,1960-1969,502.209999999999980,L,Intensive, , ,NT-1966-1966CR-033, , ,,263,69,5,5a,NT
373155,NT,CR-031, ,60.933300000000003,-110.433300000000000,1998,7,6,1998-07-06 00:00:00,,1998-08-11 00:00:00,1990-1999,4500.000000000000000,L,Sustained Action, , ,NT-1998-CR-031, , ,2018-06-15 00:00:00,263,69,5,5a,NT
230650,SK,14BN-COOL,14BN-COOL,57.216383000000000,-108.532867000000000,2014,8,8,2014-08-08 00:00:00,,2014-09-09 00:00:00,2010-2019,905.600000000000020,L, ,Wildfire, ,SK-2014-14BN-COOL, , ,2020-04-03 00:00:00,348,88,6,6a,SK
375249,NT,VQ-015, ,65.841300000000004,-130.467299999999990,1999,6,21,1999-06-21 00:00:00,,1999-08-20 00:00:00,1990-1999,21281.000000000000000,L,Monitored, , ,NT-1999-VQ-015, , ,2018-06-15 00:00:00,195,51,4,4,NT
252290,MB,E80, ,54.904000000000003,-100.273000000000000,1960,7,8,1960-07-08 00:00:00,,,1960-1969,3562.699999999999800,L,Intensive, , ,MB-1960-E80, , ,2008-11-12 00:00:00,359,88,6,6a,MB
226007,SK,10SE-MARGARET,10SE-MARGARET,55.997700000000002,-102.059997999999990,2010,6,21,2010-06-21 00:00:00,,2010-08-31 00:00:00,2010-2019,31024.000000000000000,L, ,Wildfire, ,SK-2010-10SE-MARGARET, , ,2020-04-03 00:00:00,353,88,6,6a,SK
377785,NT,FS-052, ,60.095100000000002,-119.892300000000010,1998,7,7,1998-07-07 00:00:00,,1998-10-01 00:00:00,1990-1999,4973.000000000000000,L,Monitored, , ,NT-1998-FS-052, , ,2018-06-15 00:00:00,242,64,4,4,NT
349876,QC,1998-496, ,51.939149999999998,-74.267690000000002,1998,6,29,1998-06-29 00:00:00,,1998-07-19 00:00:00,1990-1999,5965.000000000000000,L,Nordique, , ,QC-1998-496, , ,2018-05-18 00:00:00,428,100,6,6b,QC
30243,BC,1969-G00184, ,56.347000000000001,-122.517000000000000,1969,6,16,1969-06-16 00:00:00,,,1960-1969,1076.400000000000100,L, ,Fire, ,BC-1969-1969-G00184, , ,2020-05-05 00:00:00,968,200,14,14,BC
314834,ON,RED-63-77, ,53.460999999999999,-92.902699999999996,1977,6,27,1977-06-27 00:00:00,1977-06-12 00:00:00,,1970-1979,4953.399999999999600,L,EXT, , ,ON-1977-RED-63-77, , ,2008-06-19 00:00:00,364,89,6,6a,ON
367246,NT,1981CR-002, ,60.683000000000000,-109.617000000000000,1981,6,2,1981-06-02 00:00:00,,,1980-1989,670.000000000000000,L,NA, , ,NT-1981-1981CR-002, , ,,262,69,5,5a,NT
173639,AB,DL2-027-80,DL2027,54.342300000000002,-111.959300000000000,1980,4,22,1980-04-22 00:00:00,,,1980-1989,19719.967129299999000,H, , , ,AB-1980-DL2-027-80, , ,2020-06-01 00:00:00,679,149,9,9,AB
315796,ON,RED-23-77, ,52.664099999999998,-94.486199999999997,1977,5,21,1977-05-21 00:00:00,1977-05-12 00:00:00,,1970-1979,5463.300000000000200,L,EXT, , ,ON-1977-RED-23-77, , ,2008-06-19 00:00:00,371,90,6,6a,ON
251724,MB,167, ,55.100000000000001,-93.215999999999994,1967,8,8,1967-08-08 00:00:00,,,1960-1969,4000.000000000000000,L,EXT, , ,MB-1967-167, , ,2008-11-12 00:00:00,364,89,6,6a,MB
376722,NT,ZF006-16, ,62.295000000000002,-117.643000000000000,2016,6,29,2016-06-29 00:00:00,,2016-09-12 00:00:00,2010-2019,2166.699999999999800,L,Monitored, , ,NT-2016-ZF006-16, , ,2018-06-15 00:00:00,232,60,4,4,NT
237002,MB,1-7-15-77, ,53.226900000000001,-94.526600000000002,1977,5,12,1977-05-12 00:00:00,1976-11-30 00:00:00,1977-07-13 00:00:00,1970-1979,3993.099999999999900,L,Intensive, , ,MB-1977-1-7-15-77, , ,2008-07-24 00:00:00,368,89,6,6a,MB
315792,ON,RED-200-76, ,51.960900000000002,-93.680499999999995,1976,8,11,1976-08-11 00:00:00,,,1970-1979,6070.300000000000200,L,Intensive, , ,ON-1976-RED-200-76, , ,2008-06-19 00:00:00,371,90,6,6a,ON
190008,AB,HWF280, ,59.820917000000001,-118.039767000000000,2017,9,1,2017-09-01 00:00:00,,2017-11-17 00:00:00,2010-2019,13539.000000000000000,L, ,Surface,fueltype: C1,AB-2017-HWF280, , ,2020-06-01 00:00:00,251,65,4,4,AB
35101,BC,1966-G00051, ,56.905000000000001,-121.427000000000010,1966,5,4,1966-05-04 00:00:00,,,1960-1969,809.299999999999950,H, ,Fire, ,BC-1966-1966-G00051, , ,2020-05-05 00:00:00,585,137,9,9,BC
385994,YT,2006WL007, ,60.185000000000002,-126.833333300000010,2006,6,25,2006-06-25 00:00:00,,2006-09-11 00:00:00,2000-2009,7808.000000000000000,L,Wilderness FMZ, ,Lootz Lake,YT-2006-2006WL007, , ,2016-06-16 00:00:00,929,181,12,12,YT
371471,NT,1982ZF-010, ,63.466999999999999,-117.767000000000000,1982,7,1,1982-07-01 00:00:00,,,1980-1989,2500.000000000000000,L,NA, , ,NT-1982-1982ZF-010, , ,,227,59,4,4,NT
215624,SK,17LA-REILLY,17LA-REILLY,57.273167000000001,-103.081083000000010,2017,8,11,2017-08-11 00:00:00,,2017-09-20 00:00:00,2010-2019,1264.200000000000000,L, ,Wildfire, ,SK-2017-17LA-REILLY, , ,2020-04-03 00:00:00,347,88,6,6a,SK
349754,QC,1997-514, ,52.000900000000001,-69.068730000000002,1997,6,30,1997-06-30 00:00:00,,1997-07-10 00:00:00,1990-1999,3960.000000000000000,L,Nordique, , ,QC-1997-514, , ,2018-05-18 00:00:00,432,101,6,6b,QC
394713,NL,1991-644, ,53.588999999999999,-65.911000000000001,1991,8,4,1991-08-04 00:00:00,,,1990-1999,4125.000000000000000,L,NA, , ,NL-1991-644, ,removed duplicate,2008-11-12 00:00:00,312,78,5,5b,NL
376034,YT,2004DA030, ,64.084999999999994,-138.476388899999990,2004,6,29,2004-06-29 00:00:00,,2004-09-30 00:00:00,2000-2009,17383.000000000000000,L,Stratigic FMZ, ,Medrick  Creek and North Klondike River,YT-2004-2004DA030, , ,2016-06-16 00:00:00,898,176,12,12,YT
399962,PC-WB,2004-WB-4,Little Buffalo,59.666699999999999,-113.000000000000000,2004,6,9,2004-06-09 00:00:00,,,2000-2009,1600.000000000000000,L,EXT, , ,PC-WB-2004-WB-4, , ,2008-08-19 00:00:00,576,136,9,9,PC
232042,SK,MUSKEG-835, ,55.299999999999997,-108.099999999999990,1980,4,29,1980-04-29 00:00:00,,,1980-1989,1384.000000000000000,H,Intensive, , ,SK-1980-MUSKEG-835, , ,,645,139,9,9,SK
230718,MB,1-1-7-72, ,56.733400000000003,-98.002899999999997,1972,6,20,1972-06-20 00:00:00,,,1970-1979,3004.000000000000000,L,EXT, , ,MB-1972-1-1-7-72, , ,2008-07-24 00:00:00,350,88,6,6a,MB
377296,YT,2004RR003, ,62.595277799999998,-131.030000000000000,2004,6,17,2004-06-17 00:00:00,,2004-09-09 00:00:00,2000-2009,5513.000000000000000,L,Wilderness FMZ, ,Lewis Lake,YT-2004-2004RR003, , ,2016-06-16 00:00:00,903,176,12,12,YT
370254,NT,VQ-076, ,66.500000000000000,-130.433300000000000,1993,7,4,1993-07-04 00:00:00,,1993-10-01 00:00:00,1990-1999,74750.000000000000000,L,Monitored, , ,NT-1993-VQ-076, , ,2018-06-15 00:00:00,213,53,4,4,NT
365775,NT,ZF-019, ,63.133299999999998,-111.633300000000010,2003,7,26,2003-07-26 00:00:00,,2003-08-25 00:00:00,2000-2009,1257.099999999999900,L,Monitored, , ,NT-2003-ZF-019, , ,2018-06-15 00:00:00,258,68,5,5a,NT
254801,MB,NE124, ,57.806666999999997,-101.034167000000000,2014,7,31,2014-07-31 00:00:00,,2014-09-23 00:00:00,2010-2019,3451.900000000000100,L,W (Observation Zone), , ,MB-2014-NE124, , ,2015-05-25 00:00:00,279,71,5,5a,MB
379674,YT,2008OC014, ,66.533666699999998,-134.083350000000000,2008,6,28,2008-06-28 00:00:00,,2008-09-30 00:00:00,2000-2009,1840.000000000000000,L,Wilderness FMZ, ,Cooking Rock Crk Area,YT-2008-2008OC014, , ,2016-06-16 00:00:00,211,53,4,4,YT
246222,MB,107906N75, ,54.299999999999997,-93.030000000000001,1989,7,18,1989-07-18 00:00:00,,,1980-1989,2312.800000000000200,L,EXT, , ,MB-1989-107906N75, , ,2008-07-24 00:00:00,364,89,6,6a,MB
225296,SK,18LX-TIMSON,18LX-TIMSON,57.823932999999997,-106.514667000000000,2018,6,22,2018-06-22 00:00:00,,2018-07-05 00:00:00,2010-2019,4832.000000000000000,L, ,Wildfire, ,SK-2018-18LX-TIMSON, , ,2020-04-03 00:00:00,341,87,6,6a,SK
85192,BC,1987-G70033, ,54.491000000000000,-120.693000000000000,1987,9,22,1987-09-22 00:00:00,,,1980-1989,7982.000000000000000,H, ,Fire, ,BC-1987-1987-G70033, , ,2020-05-05 00:00:00,969,200,14,14,BC
377904,NT,SS130-14, ,60.902833000000001,-116.480999999999990,2014,8,5,2014-08-05 00:00:00,,2014-10-03 00:00:00,2010-2019,14335.590000000000000,L,Limited Action, , ,NT-2014-SS130-14, , ,2018-06-15 00:00:00,242,64,4,4,NT
370593,NT,FR-EV-00005, ,65.489165999999997,-131.180332999999990,2011,6,26,2011-06-26 00:00:00,,2011-07-05 00:00:00,2010-2019,750.000000000000000,L,Monitored, , ,NT-2011-FR-EV-00005, , ,2018-06-15 00:00:00,195,51,4,4,NT
370439,NT,VQ-024, ,65.233300000000000,-121.583299999999990,1995,7,10,1995-07-10 00:00:00,,1995-10-20 00:00:00,1990-1999,1700.000000000000000,L, , ,Abandoned,NT-1995-VQ-024, , ,2018-06-15 00:00:00,204,52,4,4,NT
231461,SK,25, ,55.549999999999997,-105.950000000000000,1960,8,24,1960-08-24 00:00:00,,,1960-1969,9311.700000000000700,L,Intensive, , ,SK-1960-025,chk pnt poly ref, ,2008-11-12 00:00:00,354,88,6,6a,SK
